Food_A,Food_B,Food_C,Type,Reason,Impact
Carrot,Peanut Butter,Almonds,GOOD,Vitamin A absorption,absorption
Ragi,Egg,Broccoli,GOOD,Stable glucose,metabolic
Ghee,Apple,Bajra,BAD,Heavy digestion + sugar spike,metabolic
Paneer,Broccoli,Broccoli,DEPENDS,Context based,neutral
Broccoli,Egg,Ghee,DEPENDS,Context based,neutral
Ghee,Quinoa,Tomato,DEPENDS,Context based,neutral
Lemon,Bajra,Bajra,DEPENDS,Context based,neutral
Jowar,Sweet Potato,Spinach,DEPENDS,Context based,neutral
Egg,Broccoli,Olive Oil,DEPENDS,Context based,neutral
Quinoa,Brown Rice,Paneer,GOOD,Stable glucose,metabolic
Bajra,Dal,Chickpeas,GOOD,Stable glucose,metabolic
Curd,Dal,Potato,GOOD,Stable glucose,metabolic
Milk,Lemon,Quinoa,DEPENDS,Context based,neutral
Milk,Egg,Milk,DEPENDS,Context based,neutral
Ghee,Spinach,Quinoa,DEPENDS,Context based,neutral
Dal,Brown Rice,Paneer,GOOD,Stable glucose,metabolic
Peanut Butter,Sweet Potato,Jowar,DEPENDS,Context based,neutral
Apple,Almonds,Milk,DEPENDS,Context based,neutral
Potato,Lemon,Milk,DEPENDS,Context based,neutral
Olive Oil,Egg,Lemon,DEPENDS,Context based,neutral
Rice,Chicken,Egg,GOOD,Stable glucose,metabolic
Tomato,Bajra,Potato,DEPENDS,Context based,neutral
Ragi,Quinoa,Lemon,DEPENDS,Context based,neutral
Carrot,Rice,Chickpeas,GOOD,Stable glucose,metabolic
Rice,Peanut Butter,Milk,DEPENDS,Context based,neutral
Fish,Milk,Peanut Butter,DEPENDS,Context based,neutral
Almonds,Curd,Quinoa,DEPENDS,Context based,neutral
Broccoli,Brown Rice,Bajra,DEPENDS,Context based,neutral
Spinach,Egg,Spinach,DEPENDS,Context based,neutral
Milk,Peanut Butter,Fish,DEPENDS,Context based,neutral
Orange,Banana,Carrot,DEPENDS,Context based,neutral
Sweet Potato,Tomato,Tomato,DEPENDS,Context based,neutral
Paneer,Curd,Ghee,DEPENDS,Context based,neutral
Olive Oil,Peanut Butter,Fish,DEPENDS,Context based,neutral
Jowar,Chickpeas,Potato,GOOD,Stable glucose,metabolic
Carrot,Sweet Potato,Dal,GOOD,Stable glucose,metabolic
Dal,Brown Rice,Spinach,GOOD,Stable glucose,metabolic
Chickpeas,Quinoa,Orange,GOOD,Stable glucose,metabolic
Broccoli,Milk,Bajra,DEPENDS,Context based,neutral
Ragi,Tomato,Broccoli,DEPENDS,Context based,neutral
Ragi,Orange,Curd,DEPENDS,Context based,neutral
Jowar,Sweet Potato,Egg,GOOD,Stable glucose,metabolic
Paneer,Broccoli,Chicken,DEPENDS,Context based,neutral
Ghee,Egg,Lemon,DEPENDS,Context based,neutral
Jowar,Sweet Potato,Sweet Potato,DEPENDS,Context based,neutral
Bajra,Peanut Butter,Paneer,GOOD,Stable glucose,metabolic
Brown Rice,Paneer,Orange,GOOD,Stable glucose,metabolic
Sweet Potato,Potato,Banana,DEPENDS,Context based,neutral
Bajra,Quinoa,Broccoli,DEPENDS,Context based,neutral
Carrot,Lemon,Curd,DEPENDS,Context based,neutral
Bajra,Almonds,Quinoa,DEPENDS,Context based,neutral
Tomato,Olive Oil,Tomato,DEPENDS,Context based,neutral
Chickpeas,Peanut Butter,Sweet Potato,GOOD,Stable glucose,metabolic
Fish,Spinach,Ragi,GOOD,Stable glucose,metabolic
Apple,Brown Rice,Egg,GOOD,Stable glucose,metabolic
Chicken,Peanut Butter,Tomato,DEPENDS,Context based,neutral
Curd,Bajra,Sweet Potato,DEPENDS,Context based,neutral
Ragi,Tomato,Chicken,GOOD,Stable glucose,metabolic
Chicken,Sweet Potato,Bajra,GOOD,Stable glucose,metabolic
Curd,Tomato,Carrot,DEPENDS,Context based,neutral
Rice,Ghee,Banana,BAD,Heavy digestion + sugar spike,metabolic
Carrot,Chickpeas,Tomato,DEPENDS,Context based,neutral
Lemon,Dal,Sweet Potato,GOOD,Stable glucose,metabolic
Broccoli,Carrot,Tomato,DEPENDS,Context based,neutral
Orange,Egg,Broccoli,DEPENDS,Context based,neutral
Milk,Jowar,Apple,DEPENDS,Context based,neutral
Spinach,Olive Oil,Chicken,DEPENDS,Context based,neutral
Broccoli,Dal,Tomato,DEPENDS,Context based,neutral
Dal,Banana,Banana,DEPENDS,Context based,neutral
Bajra,Fish,Chicken,GOOD,Stable glucose,metabolic
Ragi,Fish,Lemon,GOOD,Stable glucose,metabolic
Peanut Butter,Curd,Peanut Butter,DEPENDS,Context based,neutral
Broccoli,Ragi,Jowar,DEPENDS,Context based,neutral
Bajra,Egg,Bajra,GOOD,Stable glucose,metabolic
Banana,Chickpeas,Egg,DEPENDS,Context based,neutral
Ragi,Ghee,Ragi,DEPENDS,Context based,neutral
Spinach,Ragi,Curd,BAD,Calcium blocks iron,absorption
Dal,Broccoli,Brown Rice,GOOD,Stable glucose,metabolic
Chicken,Almonds,Rice,GOOD,Stable glucose,metabolic
Quinoa,Spinach,Chicken,GOOD,Stable glucose,metabolic
Peanut Butter,Ghee,Orange,DEPENDS,Context based,neutral
Jowar,Banana,Orange,DEPENDS,Context based,neutral
Egg,Quinoa,Milk,GOOD,Stable glucose,metabolic
Paneer,Lemon,Dal,DEPENDS,Context based,neutral
Milk,Tomato,Carrot,DEPENDS,Context based,neutral
Chicken,Ghee,Orange,DEPENDS,Context based,neutral
Egg,Egg,Ghee,DEPENDS,Context based,neutral
Peanut Butter,Brown Rice,Rice,DEPENDS,Context based,neutral
Paneer,Broccoli,Sweet Potato,GOOD,Stable glucose,metabolic
Ghee,Chicken,Tomato,DEPENDS,Context based,neutral
Peanut Butter,Banana,Quinoa,BAD,Heavy digestion + sugar spike,metabolic
Sweet Potato,Brown Rice,Banana,DEPENDS,Context based,neutral
Jowar,Tomato,Almonds,DEPENDS,Context based,neutral
Spinach,Paneer,Lemon,GOOD,Iron absorption boost,absorption
Banana,Banana,Bajra,DEPENDS,Context based,neutral
Rice,Lemon,Ragi,DEPENDS,Context based,neutral
Quinoa,Tomato,Dal,GOOD,Stable glucose,metabolic
Paneer,Tomato,Chickpeas,DEPENDS,Context based,neutral
Milk,Egg,Dal,DEPENDS,Context based,neutral
Peanut Butter,Peanut Butter,Curd,DEPENDS,Context based,neutral
Fish,Apple,Potato,GOOD,Stable glucose,metabolic
Brown Rice,Curd,Egg,GOOD,Stable glucose,metabolic
Bajra,Orange,Bajra,DEPENDS,Context based,neutral
Banana,Apple,Broccoli,DEPENDS,Context based,neutral
Tomato,Lemon,Milk,DEPENDS,Context based,neutral
Peanut Butter,Ragi,Quinoa,DEPENDS,Context based,neutral
Almonds,Quinoa,Peanut Butter,DEPENDS,Context based,neutral
Chickpeas,Fish,Ragi,GOOD,Stable glucose,metabolic
Dal,Sweet Potato,Apple,GOOD,Stable glucose,metabolic
Ragi,Dal,Apple,GOOD,Stable glucose,metabolic
Brown Rice,Olive Oil,Orange,DEPENDS,Context based,neutral
Carrot,Bajra,Brown Rice,DEPENDS,Context based,neutral
Milk,Quinoa,Peanut Butter,DEPENDS,Context based,neutral
Ghee,Orange,Fish,DEPENDS,Context based,neutral
Olive Oil,Quinoa,Tomato,DEPENDS,Context based,neutral
Almonds,Ragi,Tomato,DEPENDS,Context based,neutral
Almonds,Fish,Rice,GOOD,Stable glucose,metabolic
Potato,Peanut Butter,Orange,DEPENDS,Context based,neutral
Egg,Sweet Potato,Chicken,GOOD,Stable glucose,metabolic
Peanut Butter,Milk,Rice,DEPENDS,Context based,neutral
Ghee,Apple,Bajra,BAD,Heavy digestion + sugar spike,metabolic
Potato,Olive Oil,Ragi,DEPENDS,Context based,neutral
Ragi,Broccoli,Ghee,DEPENDS,Context based,neutral
Almonds,Peanut Butter,Egg,DEPENDS,Context based,neutral
Quinoa,Broccoli,Ragi,DEPENDS,Context based,neutral
Paneer,Tomato,Almonds,DEPENDS,Context based,neutral
Broccoli,Sweet Potato,Olive Oil,DEPENDS,Context based,neutral
Egg,Jowar,Bajra,GOOD,Stable glucose,metabolic
Olive Oil,Peanut Butter,Paneer,DEPENDS,Context based,neutral
Ghee,Paneer,Curd,DEPENDS,Context based,neutral
Egg,Rice,Egg,GOOD,Stable glucose,metabolic
Quinoa,Broccoli,Orange,DEPENDS,Context based,neutral
Quinoa,Bajra,Quinoa,DEPENDS,Context based,neutral
Almonds,Sweet Potato,Chicken,GOOD,Stable glucose,metabolic
Peanut Butter,Almonds,Chickpeas,DEPENDS,Context based,neutral
Sweet Potato,Ragi,Peanut Butter,DEPENDS,Context based,neutral
Rice,Chicken,Banana,GOOD,Stable glucose,metabolic
Egg,Milk,Jowar,GOOD,Stable glucose,metabolic
Almonds,Chickpeas,Milk,DEPENDS,Context based,neutral
Orange,Ghee,Sweet Potato,DEPENDS,Context based,neutral
Egg,Jowar,Banana,GOOD,Stable glucose,metabolic
Quinoa,Orange,Potato,DEPENDS,Context based,neutral
Rice,Broccoli,Chickpeas,GOOD,Stable glucose,metabolic
Curd,Curd,Tomato,DEPENDS,Context based,neutral
Fish,Orange,Olive Oil,DEPENDS,Context based,neutral
Banana,Chicken,Bajra,GOOD,Stable glucose,metabolic
Ragi,Ghee,Banana,BAD,Heavy digestion + sugar spike,metabolic
Fish,Almonds,Peanut Butter,DEPENDS,Context based,neutral
Dal,Paneer,Chicken,DEPENDS,Context based,neutral
Tomato,Quinoa,Paneer,GOOD,Stable glucose,metabolic
Spinach,Rice,Chicken,GOOD,Stable glucose,metabolic
Lemon,Banana,Carrot,DEPENDS,Context based,neutral
Spinach,Tomato,Olive Oil,GOOD,Iron absorption boost,absorption
Banana,Orange,Paneer,DEPENDS,Context based,neutral
Potato,Egg,Lemon,GOOD,Stable glucose,metabolic
Olive Oil,Spinach,Curd,BAD,Calcium blocks iron,absorption
Dal,Chickpeas,Jowar,GOOD,Stable glucose,metabolic
Chicken,Curd,Peanut Butter,DEPENDS,Context based,neutral
Jowar,Banana,Ghee,BAD,Heavy digestion + sugar spike,metabolic
Carrot,Bajra,Brown Rice,DEPENDS,Context based,neutral
Apple,Jowar,Egg,GOOD,Stable glucose,metabolic
Rice,Fish,Dal,GOOD,Stable glucose,metabolic
Ghee,Jowar,Apple,BAD,Heavy digestion + sugar spike,metabolic
Dal,Milk,Quinoa,GOOD,Stable glucose,metabolic
Lemon,Peanut Butter,Potato,DEPENDS,Context based,neutral
Brown Rice,Lemon,Milk,DEPENDS,Context based,neutral
Fish,Dal,Tomato,DEPENDS,Context based,neutral
Fish,Broccoli,Broccoli,DEPENDS,Context based,neutral
Spinach,Fish,Milk,BAD,Calcium blocks iron,absorption
Fish,Potato,Potato,GOOD,Stable glucose,metabolic
Peanut Butter,Egg,Carrot,GOOD,Vitamin A absorption,absorption
Quinoa,Orange,Paneer,GOOD,Stable glucose,metabolic
Almonds,Olive Oil,Quinoa,DEPENDS,Context based,neutral
Sweet Potato,Banana,Rice,DEPENDS,Context based,neutral
Rice,Tomato,Chickpeas,GOOD,Stable glucose,metabolic
Ghee,Lemon,Potato,DEPENDS,Context based,neutral
Ragi,Orange,Peanut Butter,DEPENDS,Context based,neutral
Brown Rice,Bajra,Milk,DEPENDS,Context based,neutral
Banana,Apple,Chickpeas,DEPENDS,Context based,neutral
Banana,Lemon,Brown Rice,DEPENDS,Context based,neutral
Apple,Peanut Butter,Sweet Potato,BAD,Heavy digestion + sugar spike,metabolic
Olive Oil,Lemon,Chicken,DEPENDS,Context based,neutral
Orange,Spinach,Ragi,GOOD,Iron absorption boost,absorption
Ragi,Bajra,Broccoli,DEPENDS,Context based,neutral
Olive Oil,Paneer,Almonds,DEPENDS,Context based,neutral
Ragi,Tomato,Bajra,DEPENDS,Context based,neutral
Jowar,Paneer,Rice,GOOD,Stable glucose,metabolic
Egg,Dal,Egg,DEPENDS,Context based,neutral
Curd,Orange,Fish,DEPENDS,Context based,neutral
Curd,Almonds,Rice,DEPENDS,Context based,neutral
Apple,Tomato,Jowar,DEPENDS,Context based,neutral
Quinoa,Banana,Chickpeas,GOOD,Stable glucose,metabolic
Rice,Quinoa,Almonds,DEPENDS,Context based,neutral
Egg,Chickpeas,Apple,DEPENDS,Context based,neutral
Ragi,Ragi,Jowar,DEPENDS,Context based,neutral
Quinoa,Banana,Olive Oil,BAD,Heavy digestion + sugar spike,metabolic
Chickpeas,Lemon,Quinoa,GOOD,Stable glucose,metabolic
Sweet Potato,Tomato,Peanut Butter,DEPENDS,Context based,neutral
Spinach,Chicken,Lemon,GOOD,Iron absorption boost,absorption
Orange,Bajra,Paneer,GOOD,Stable glucose,metabolic
Olive Oil,Paneer,Quinoa,GOOD,Stable glucose,metabolic
Egg,Egg,Peanut Butter,DEPENDS,Context based,neutral
Bajra,Sweet Potato,Banana,DEPENDS,Context based,neutral
Potato,Tomato,Apple,DEPENDS,Context based,neutral
Chickpeas,Peanut Butter,Jowar,GOOD,Stable glucose,metabolic
Almonds,Lemon,Apple,DEPENDS,Context based,neutral
Potato,Paneer,Paneer,GOOD,Stable glucose,metabolic
Curd,Quinoa,Apple,DEPENDS,Context based,neutral
Egg,Lemon,Fish,DEPENDS,Context based,neutral
Paneer,Carrot,Sweet Potato,GOOD,Stable glucose,metabolic
Bajra,Fish,Apple,GOOD,Stable glucose,metabolic
Quinoa,Curd,Jowar,DEPENDS,Context based,neutral
Paneer,Almonds,Chicken,DEPENDS,Context based,neutral
Quinoa,Ragi,Curd,DEPENDS,Context based,neutral
Chickpeas,Sweet Potato,Banana,GOOD,Stable glucose,metabolic
Ghee,Almonds,Chicken,DEPENDS,Context based,neutral
Egg,Almonds,Orange,DEPENDS,Context based,neutral
Jowar,Lemon,Olive Oil,DEPENDS,Context based,neutral
Ghee,Chicken,Bajra,GOOD,Stable glucose,metabolic
Carrot,Bajra,Potato,DEPENDS,Context based,neutral
Egg,Ragi,Chicken,GOOD,Stable glucose,metabolic
Almonds,Spinach,Peanut Butter,DEPENDS,Context based,neutral
Rice,Chicken,Curd,GOOD,Stable glucose,metabolic
Chickpeas,Almonds,Banana,DEPENDS,Context based,neutral
Egg,Fish,Olive Oil,DEPENDS,Context based,neutral
Spinach,Bajra,Curd,BAD,Calcium blocks iron,absorption
Olive Oil,Rice,Milk,DEPENDS,Context based,neutral
Ragi,Banana,Tomato,DEPENDS,Context based,neutral
Sweet Potato,Almonds,Apple,BAD,Heavy digestion + sugar spike,metabolic
Fish,Jowar,Peanut Butter,GOOD,Stable glucose,metabolic
Egg,Dal,Quinoa,GOOD,Stable glucose,metabolic
Dal,Olive Oil,Brown Rice,GOOD,Stable glucose,metabolic
Banana,Dal,Banana,DEPENDS,Context based,neutral
Spinach,Dal,Brown Rice,GOOD,Stable glucose,metabolic
Potato,Peanut Butter,Jowar,DEPENDS,Context based,neutral
Peanut Butter,Chicken,Carrot,GOOD,Vitamin A absorption,absorption
Spinach,Banana,Dal,DEPENDS,Context based,neutral
Quinoa,Milk,Chicken,GOOD,Stable glucose,metabolic
Curd,Spinach,Ghee,BAD,Calcium blocks iron,absorption
Fish,Chicken,Milk,DEPENDS,Context based,neutral
Ghee,Orange,Dal,DEPENDS,Context based,neutral
Lemon,Ragi,Egg,GOOD,Stable glucose,metabolic
Potato,Paneer,Egg,GOOD,Stable glucose,metabolic
Sweet Potato,Bajra,Paneer,GOOD,Stable glucose,metabolic
Chicken,Olive Oil,Chicken,DEPENDS,Context based,neutral
Fish,Bajra,Ragi,GOOD,Stable glucose,metabolic
Peanut Butter,Ragi,Jowar,DEPENDS,Context based,neutral
Spinach,Apple,Carrot,DEPENDS,Context based,neutral
Peanut Butter,Jowar,Lemon,DEPENDS,Context based,neutral
Almonds,Brown Rice,Brown Rice,DEPENDS,Context based,neutral
Fish,Ragi,Curd,GOOD,Stable glucose,metabolic
Banana,Rice,Lemon,DEPENDS,Context based,neutral
Dal,Milk,Fish,DEPENDS,Context based,neutral
Quinoa,Sweet Potato,Spinach,DEPENDS,Context based,neutral
Apple,Ghee,Quinoa,BAD,Heavy digestion + sugar spike,metabolic
Apple,Jowar,Rice,DEPENDS,Context based,neutral
Lemon,Chicken,Egg,DEPENDS,Context based,neutral
Egg,Sweet Potato,Sweet Potato,GOOD,Stable glucose,metabolic
Potato,Carrot,Spinach,DEPENDS,Context based,neutral
Paneer,Egg,Olive Oil,DEPENDS,Context based,neutral
Sweet Potato,Fish,Chickpeas,GOOD,Stable glucose,metabolic
Chicken,Carrot,Potato,GOOD,Stable glucose,metabolic
Chicken,Brown Rice,Bajra,GOOD,Stable glucose,metabolic
Olive Oil,Tomato,Spinach,GOOD,Iron absorption boost,absorption
Brown Rice,Ghee,Tomato,DEPENDS,Context based,neutral
Quinoa,Peanut Butter,Tomato,DEPENDS,Context based,neutral
Orange,Quinoa,Dal,GOOD,Stable glucose,metabolic
Sweet Potato,Banana,Paneer,GOOD,Stable glucose,metabolic
Carrot,Ragi,Chicken,GOOD,Stable glucose,metabolic
Quinoa,Bajra,Peanut Butter,DEPENDS,Context based,neutral
Broccoli,Brown Rice,Ragi,DEPENDS,Context based,neutral
Egg,Apple,Carrot,DEPENDS,Context based,neutral
Milk,Bajra,Paneer,GOOD,Stable glucose,metabolic
Orange,Banana,Lemon,DEPENDS,Context based,neutral
Almonds,Dal,Bajra,GOOD,Stable glucose,metabolic
Jowar,Carrot,Egg,GOOD,Stable glucose,metabolic
Bajra,Paneer,Banana,GOOD,Stable glucose,metabolic
Brown Rice,Rice,Dal,GOOD,Stable glucose,metabolic
Fish,Apple,Rice,GOOD,Stable glucose,metabolic
Paneer,Potato,Almonds,GOOD,Stable glucose,metabolic
Almonds,Ghee,Tomato,DEPENDS,Context based,neutral
Banana,Chickpeas,Bajra,GOOD,Stable glucose,metabolic
Dal,Peanut Butter,Carrot,GOOD,Vitamin A absorption,absorption
Egg,Bajra,Chicken,GOOD,Stable glucose,metabolic
Fish,Tomato,Apple,DEPENDS,Context based,neutral
Chickpeas,Chickpeas,Apple,DEPENDS,Context based,neutral
Egg,Quinoa,Tomato,GOOD,Stable glucose,metabolic
Milk,Ragi,Orange,DEPENDS,Context based,neutral
Fish,Orange,Fish,DEPENDS,Context based,neutral
Jowar,Almonds,Orange,DEPENDS,Context based,neutral
Carrot,Dal,Sweet Potato,GOOD,Stable glucose,metabolic
Potato,Chickpeas,Orange,GOOD,Stable glucose,metabolic
Jowar,Spinach,Potato,DEPENDS,Context based,neutral
Fish,Carrot,Sweet Potato,GOOD,Stable glucose,metabolic
Ghee,Orange,Rice,DEPENDS,Context based,neutral
Almonds,Banana,Lemon,DEPENDS,Context based,neutral
Olive Oil,Apple,Jowar,BAD,Heavy digestion + sugar spike,metabolic
Apple,Spinach,Rice,DEPENDS,Context based,neutral
Ragi,Spinach,Apple,DEPENDS,Context based,neutral
Olive Oil,Carrot,Chickpeas,GOOD,Vitamin A absorption,absorption
Orange,Paneer,Ghee,DEPENDS,Context based,neutral
Quinoa,Olive Oil,Rice,DEPENDS,Context based,neutral
Jowar,Lemon,Dal,GOOD,Stable glucose,metabolic
Jowar,Jowar,Ghee,DEPENDS,Context based,neutral
Apple,Dal,Potato,GOOD,Stable glucose,metabolic
Almonds,Orange,Dal,DEPENDS,Context based,neutral
Bajra,Tomato,Fish,GOOD,Stable glucose,metabolic
Orange,Orange,Quinoa,DEPENDS,Context based,neutral
Peanut Butter,Sweet Potato,Egg,GOOD,Stable glucose,metabolic
Ragi,Spinach,Peanut Butter,DEPENDS,Context based,neutral
Banana,Milk,Chickpeas,DEPENDS,Context based,neutral
Dal,Brown Rice,Peanut Butter,GOOD,Stable glucose,metabolic
Almonds,Ghee,Rice,DEPENDS,Context based,neutral
Carrot,Dal,Orange,DEPENDS,Context based,neutral
Egg,Banana,Banana,DEPENDS,Context based,neutral
Jowar,Potato,Apple,DEPENDS,Context based,neutral
Orange,Broccoli,Dal,DEPENDS,Context based,neutral
Banana,Rice,Olive Oil,BAD,Heavy digestion + sugar spike,metabolic
Curd,Tomato,Chickpeas,DEPENDS,Context based,neutral
Brown Rice,Carrot,Tomato,DEPENDS,Context based,neutral
Almonds,Almonds,Tomato,DEPENDS,Context based,neutral
Brown Rice,Brown Rice,Spinach,DEPENDS,Context based,neutral
Banana,Chicken,Olive Oil,DEPENDS,Context based,neutral
Milk,Potato,Apple,DEPENDS,Context based,neutral
Peanut Butter,Orange,Bajra,DEPENDS,Context based,neutral
Rice,Carrot,Quinoa,DEPENDS,Context based,neutral
Bajra,Carrot,Rice,DEPENDS,Context based,neutral
Chicken,Broccoli,Fish,DEPENDS,Context based,neutral
Lemon,Brown Rice,Banana,DEPENDS,Context based,neutral
Olive Oil,Curd,Paneer,DEPENDS,Context based,neutral
Brown Rice,Banana,Brown Rice,DEPENDS,Context based,neutral
Paneer,Orange,Potato,GOOD,Stable glucose,metabolic
Chickpeas,Ragi,Potato,GOOD,Stable glucose,metabolic
Apple,Sweet Potato,Rice,DEPENDS,Context based,neutral
Ragi,Ragi,Fish,GOOD,Stable glucose,metabolic
Fish,Tomato,Rice,GOOD,Stable glucose,metabolic
Chickpeas,Banana,Almonds,DEPENDS,Context based,neutral
Egg,Dal,Apple,DEPENDS,Context based,neutral
Milk,Bajra,Dal,GOOD,Stable glucose,metabolic
Egg,Broccoli,Paneer,DEPENDS,Context based,neutral
Peanut Butter,Paneer,Jowar,GOOD,Stable glucose,metabolic
Rice,Fish,Bajra,GOOD,Stable glucose,metabolic
Banana,Tomato,Almonds,DEPENDS,Context based,neutral
Ragi,Apple,Chicken,GOOD,Stable glucose,metabolic
Jowar,Tomato,Brown Rice,DEPENDS,Context based,neutral
Apple,Egg,Paneer,DEPENDS,Context based,neutral
Ghee,Lemon,Dal,DEPENDS,Context based,neutral
Bajra,Brown Rice,Chickpeas,GOOD,Stable glucose,metabolic
Olive Oil,Dal,Dal,DEPENDS,Context based,neutral
Spinach,Tomato,Potato,GOOD,Iron absorption boost,absorption
Chicken,Ragi,Rice,GOOD,Stable glucose,metabolic
Sweet Potato,Spinach,Banana,DEPENDS,Context based,neutral
Apple,Ragi,Paneer,GOOD,Stable glucose,metabolic
Sweet Potato,Rice,Fish,GOOD,Stable glucose,metabolic
Orange,Rice,Broccoli,DEPENDS,Context based,neutral
Quinoa,Sweet Potato,Quinoa,DEPENDS,Context based,neutral
Sweet Potato,Chicken,Spinach,GOOD,Stable glucose,metabolic
Olive Oil,Tomato,Dal,DEPENDS,Context based,neutral
Peanut Butter,Jowar,Potato,DEPENDS,Context based,neutral
Almonds,Egg,Egg,DEPENDS,Context based,neutral
Apple,Milk,Fish,DEPENDS,Context based,neutral
Potato,Banana,Chickpeas,GOOD,Stable glucose,metabolic
Spinach,Brown Rice,Potato,DEPENDS,Context based,neutral
Fish,Rice,Quinoa,GOOD,Stable glucose,metabolic
Quinoa,Ghee,Chicken,GOOD,Stable glucose,metabolic
Fish,Dal,Ragi,GOOD,Stable glucose,metabolic
Fish,Chickpeas,Paneer,DEPENDS,Context based,neutral
Curd,Broccoli,Ragi,DEPENDS,Context based,neutral
Bajra,Almonds,Rice,DEPENDS,Context based,neutral
Curd,Tomato,Almonds,DEPENDS,Context based,neutral
Lemon,Almonds,Apple,DEPENDS,Context based,neutral
Quinoa,Lemon,Paneer,GOOD,Stable glucose,metabolic
Jowar,Egg,Egg,GOOD,Stable glucose,metabolic
Brown Rice,Broccoli,Tomato,DEPENDS,Context based,neutral
Paneer,Banana,Broccoli,DEPENDS,Context based,neutral
Dal,Olive Oil,Chickpeas,DEPENDS,Context based,neutral
Tomato,Chickpeas,Almonds,DEPENDS,Context based,neutral
Ghee,Banana,Egg,DEPENDS,Context based,neutral
Fish,Brown Rice,Potato,GOOD,Stable glucose,metabolic
Lemon,Fish,Tomato,DEPENDS,Context based,neutral
Rice,Quinoa,Brown Rice,DEPENDS,Context based,neutral
Egg,Orange,Apple,DEPENDS,Context based,neutral
Ghee,Lemon,Chickpeas,DEPENDS,Context based,neutral
Ragi,Orange,Milk,DEPENDS,Context based,neutral
Broccoli,Potato,Rice,DEPENDS,Context based,neutral
Ragi,Dal,Fish,GOOD,Stable glucose,metabolic
Orange,Olive Oil,Milk,DEPENDS,Context based,neutral
Almonds,Chicken,Banana,DEPENDS,Context based,neutral
Bajra,Fish,Bajra,GOOD,Stable glucose,metabolic
Sweet Potato,Quinoa,Peanut Butter,DEPENDS,Context based,neutral
Tomato,Ragi,Banana,DEPENDS,Context based,neutral
Spinach,Brown Rice,Apple,DEPENDS,Context based,neutral
Orange,Sweet Potato,Apple,DEPENDS,Context based,neutral
Rice,Bajra,Curd,DEPENDS,Context based,neutral
Banana,Chicken,Dal,DEPENDS,Context based,neutral
Fish,Ragi,Egg,GOOD,Stable glucose,metabolic
Curd,Almonds,Ragi,DEPENDS,Context based,neutral
Spinach,Lemon,Brown Rice,GOOD,Iron absorption boost,absorption
Dal,Broccoli,Broccoli,DEPENDS,Context based,neutral
Milk,Ghee,Egg,DEPENDS,Context based,neutral
Fish,Tomato,Spinach,GOOD,Iron absorption boost,absorption
Dal,Lemon,Peanut Butter,DEPENDS,Context based,neutral
Banana,Rice,Egg,GOOD,Stable glucose,metabolic
Apple,Broccoli,Olive Oil,DEPENDS,Context based,neutral
Quinoa,Chickpeas,Olive Oil,GOOD,Stable glucose,metabolic
Egg,Potato,Carrot,GOOD,Stable glucose,metabolic
Rice,Orange,Tomato,DEPENDS,Context based,neutral
Ghee,Brown Rice,Fish,GOOD,Stable glucose,metabolic
Ragi,Dal,Bajra,GOOD,Stable glucose,metabolic
Ghee,Jowar,Peanut Butter,DEPENDS,Context based,neutral
Ragi,Spinach,Bajra,DEPENDS,Context based,neutral
Spinach,Carrot,Chicken,DEPENDS,Context based,neutral
Carrot,Rice,Ragi,DEPENDS,Context based,neutral
Spinach,Bajra,Spinach,DEPENDS,Context based,neutral
